name,primary_muscle_group,equipment,rating,pk,slug,primaryMuscles,secondaryMuscles,steps,notes,instructions
Side Wrist Pull,Shoulders,,8.4,,,,,,,
Isometric Wipers,Chest,Body Only,8.4,,,,,,,
Skating,Quadriceps,Other,8.4,,,,,,,
Cable cross-over,Chest,Cable,8.4,,,,,,,
Treadmill running,Quadriceps,Machine,8.4,,,,,,,
One Arm Pronated Dumbbell Triceps Extension,Triceps,Dumbbell,8.4,,,,,,,
Single-arm kettlebell clean and jerk,Shoulders,Kettlebells,8.4,,,,,,,
Side To Side Chins,Lats,Body Only,8.4,,,,,,,
Incline Dumbbell Bench With Palms Facing In,Chest,Dumbbell,8.4,,,,,,,
Seated palms-down wrist curl,Forearms,Dumbbell,8.4,,,,,,,
Standing leg swing,Hamstrings,Body Only,8.4,,,,,,,
Clock push-up,Chest,Body Only,8.4,,,,,,,
Machine seated row,Lats,Machine,8.4,,,,,,,
Lying Face Up Plate Neck Resistance,Neck,Other,8.4,,,,,,,
Weighted sissy squat,Quadriceps,Other,8.4,,,,,,,
Jog In Place,Quadriceps,,8.4,,,,,,,
Dumbbell Raise,Shoulders,Dumbbell,8.4,,,,,,,
Palms-Down Dumbbell Wrist Curl Over A Bench,Forearms,Dumbbell,8.4,,,,,,,
One Arm Supinated Dumbbell Triceps Extension,Triceps,Dumbbell,8.4,,,,,,,
Jog In Place,Quadriceps,,8.4,,,,,,,
Dumbbell Raise,Shoulders,Dumbbell,8.4,,,,,,,
Palms-Down Dumbbell Wrist Curl Over A Bench,Forearms,Dumbbell,8.4,,,,,,,
One Arm Supinated Dumbbell Triceps Extension,Triceps,Dumbbell,8.4,,,,,,,
Stationary bike,Quadriceps,Machine,8.3,,,,,,,
Dumbbell bent-over row,Middle Back,Dumbbell,8.3,,,,,,,
Barbell thruster,Quadriceps,Barbell,8.3,,,,,,,
Flutter Kicks,Glutes,Weight Bench,8.3,,,,,,,
Dumbbell sumo squat,Quadriceps,Dumbbell,8.3,,,,,,,
Barbell upright row,Shoulders,Barbell,8.3,,,,,,,
Superman,Lower Back,Body Only,8.3,,,,,,,
Straight-Arm Pulldown,Lats,Cable,8.3,,,,,,,
Barbell stiff-legged deadlift,Hamstrings,Barbell,8.3,,,,,,,
Standing One-Arm Dumbbell Triceps Extension,Triceps,Dumbbells,8.3,,,,,,,
Smith machine bench press,Chest,Machine,8.3,,,,,,,
Seated Side Lateral Raise,Shoulders,Dumbbell,8.3,,,,,,,
Dumbbell Lying Rear Lateral Raise,Shoulders,Dumbbell,8.3,,,,,,,
Dumbbell preacher curl,Biceps,Dumbbell,8.3,,,,,,,
Front Raise And Pullover,Chest,Barbell,8.3,,,,,,,
Dumbbell seated box jump,Quadriceps,Dumbbell,8.3,,,,,,,
Middle Back Shrug,Middle Back,Dumbbell,8.3,,,,,,,
Incline face-down bar front raise,Shoulders,E-Z Curl Bar,8.3,,,,,,,
Butt-Ups,Abdominals,Body Only,8.3,,,,,,,
Band Good Morning (Pull Through),Hamstrings,Bands,8.3,,,,,,,
Bodyweight Reverse Lunge,Quadriceps,Body Only,8.3,,,,,,,
Seated One-Arm Dumbbell Palms-Down Wrist Curl,Forearms,Dumbbell,8.3,,,,,,,
Glute Kickback,Glutes,Body Only,8.3,,,,,,,
Treadmill jogging,Quadriceps,Machine,8.3,,,,,,,
Plate Pinch,Forearms,Other,8.3,,,,,,,
Yates Row Reverse Grip,Middle Back,Barbell,8.3,,,,,,,
Linear Acceleration Wall Drill,Hamstrings,Body Only,8.3,,,,,,,
Reverse-grip bench press,Triceps,Barbell,8.3,,,,,,,
Leverage Decline Chest Press,Chest,Machine,8.3,,,,,,,
Chain Handle Extension,Triceps,Other,8.3,,,,,,,
Pull-Up,,,,1.0,pull-up,['lat'],"['bicep', 'forearm - inner', 'rotator cuff - back', 'rotator cuff - front', 'shoulder - back']","['Begin by finding a sturdy horizontal bar high enough off the ground that you can hang from it with your feet off the floor.', 'Stand underneath the bar and jump up, grabbing onto the bar with an overhand grip (palms facing away from you) and your hands slightly wider than shoulder-width apart. Your arms should be fully extended.', 'Engage your core and retract your shoulder blades as you pull your body up towards the bar. Keep your elbows pointed downwards and your head in a neutral position.', 'Continue pulling your body up until your chin is above the bar. Keep your core tight and your shoulders engaged throughout the movement.', 'Pause briefly at the top of the movement, then slowly lower yourself back down to the starting position with control. Make sure to maintain a controlled descent and avoid letting your body swing or drop.', 'Repeat the movement for your desired number of repetitions.']",Try assisted variations using resistance bands or an assisted pull-up machine until you build the necessary strength.,
Squat – Barbell,,,,2.0,squat-barbell,"['glute', 'lower back', 'quad', 'thigh - inner']",['calf'],"['Begin by standing with your feet shoulder-width apart and your toes pointing forward. Hold a barbell behind your neck, resting it on your shoulders with your elbows pointing down and your palms facing forward.', 'Engage your core and keep your chest lifted as you bend your knees and lower your hips back and down as if sitting in a chair. Make sure to keep your weight on your heels and your knees tracking in line with your toes.', 'As you descend into the squat, inhale and maintain proper form. Lean forward so that your chest is over your thighs. Keep your back straight and your core engaged. Lower your body until your thighs parallel the ground, and your hips should align with your knees.', ""Pause briefly at the bottom of the movement, then exhale and push through your heels to stand back up to the starting position. Keep your core engaged and your chest lifted until you're fully standing."", 'Repeat the movement for your desired number of repetitions.', ""Place the barbell on the rack after you've finished your set.""]",,
Push-Up,,,,3.0,push-up,"['chest', 'shoulder - front', 'tricep']",['abdominal'],"['Start in a plank position, with your hands shoulder-width apart and your fingers pointing forward.', 'Keep your core engaged, your back straight, and your hips in line with your shoulders.', 'Lower your body towards the ground by bending your elbows, keeping your upper arms close to your sides.', 'Keep your elbows at a 45-degree angle to your body, and continue lowering until your chest touches the ground.', 'Push back up to the starting position by straightening your arms, keeping your core engaged and your body in a straight line throughout the movement.', 'Repeat']",,
Romanian Deadlift – Barbell,,,,4.0,romanian-deadlift-barbell,"['glute', 'hamstring', 'lower back']","['calf', 'forearm - inner', 'forearm - outer', 'trap', 'quad']","['Preferably, start with a loaded barbell at hip height on a squat rack. Alternatively, you can lift the barbell from the floor to the starting position.', 'Stand with your feet hip-width apart, and grip the barbell with hands just outside your thighs using an overhand grip.', 'Begin the movement with a slight bend in your knees, and keep your back straight and chest up throughout the exercise.', 'Push your hips back, hinging at the hips to lower the barbell, while keeping it close to your body as the bar descends.', 'Lower the weight to just below your knees or to mid-shin level — the exact point depends on your hamstring flexibility, without rounding your back.', 'Pause briefly at the bottom of the movement, maintaining a braced core and tension in your hamstrings and glutes.', 'Reverse the motion by driving your hips forward to return to a fully upright position, squeezing your glutes at the top of the movement.', 'Repeat for the desired number of repetitions, ensuring that the tension is maintained in the target muscles without resting the bar on the floor between reps.']",Differences between a RDL and a standard deadlift:<ul><li>Keep your legs relatively straight with only a slight bend in your knees.</li><li>Focus on the eccentric phase while hinging at the hips and lowering the weight.</li><li>Lower the bar just below the knees or to mid-shin level without touching the ground to maintain tension on the hamstrings and glutes throughout the exercise.</li></ul>,
Romanian Deadlift – Dumbbell,,,,5.0,romanian-deadlift-dumbbell,"['glute', 'hamstring', 'lower back']","['calf', 'forearm - inner', 'forearm - outer', 'trap', 'quad']","['Stand with your feet hip-width apart, holding a dumbbell in each hand with palms facing your body.', 'Begin with a slight bend in your knees, keep your back straight, chest up, and shoulders back throughout the exercise.', 'Push your hips back and hinge at the hips to lower the dumbbells along the front of your legs, maintaining a neutral spine.', 'Lower the dumbbells to just below your knees or to mid-shin level, depending on your flexibility, while keeping the weights close to your legs.', 'Pause briefly at the bottom of the movement, ensuring your core is braced and your hamstrings and glutes are engaged.', 'Thrust your hips forward to lift your torso back to the starting position, simultaneously contracting your glutes at the top of the movement.', 'Repeat the movement for the desired number of repetitions without letting the dumbbells touch the floor between reps to keep tension on the muscles.']",Differences between a RDL and a standard deadlift:<ul><li>Keep your legs relatively straight with only a slight bend in your knees.</li><li>Focus on the eccentric phase while hinging at the hips and lowering the weight.</li><li>Lower the bar just below the knees or to mid-shin level without touching the ground to maintain tension on the hamstrings and glutes throughout the exercise.</li></ul>,
Single-Leg Romanian Deadlift – Dumbbell,,,,6.0,single-leg-romanian-deadlift-dumbbell,"['calf', 'glute', 'hamstring', 'lower back']","['forearm - inner', 'forearm - outer', 'trap', 'quad']","['Begin by standing on one leg, with a slight bend in the knee. Keep your other leg off the ground and behind you.', 'Hold a dumbbell or kettlebell in the opposite hand of the leg you are standing on.', 'Brace your core, keep your chest up, and slowly hinge forward at the hips, keeping your back straight and your shoulders down. As you hinge, lift your non-standing leg behind you, keeping it in line with your torso.', 'Continue lowering the weight until you feel a stretch in your hamstring. Your standing knee should be slightly bent but not locked.', 'Pause briefly at the bottom of the movement, then slowly reverse the motion by driving your hips forward and standing up tall while bringing your lifted leg back down to the ground.', 'Repeat for the desired number of repetitions on one leg before switching to the other.']",,
Squat – Bodyweight,,,,7.0,squat-bodyweight,"['glute', 'quad', 'thigh - inner']",['calf'],"['Stand with your feet shoulder-width apart and point your toes slightly outward.', 'Keep your chest up, shoulders back, and core engaged.', 'Lower your body by bending your knees and pushing your hips back as if you were sitting in a chair.', 'Keep your weight on your heels and your knees behind your toes.', 'Lower yourself until your thighs are parallel to the ground or as low as you can comfortably go while maintaining good form.', 'Pause briefly at the bottom of the squat.', 'Push through your heels to stand back up, driving your hips forward as you do.', 'Stand up straight and repeat.']",,
Face Pull,,,,8.0,face-pull,"['rotator cuff - back', 'trap', 'shoulder - back']","['shoulder - side', 'forearm - outer']","['Start by attaching a single long rope or two shorter ropes to a eye-level pulley on a cable machine.', 'Grasp the rope or cable with both hands using an overhand grip, with your palms facing each other. You want your thumbs to be able to point backwards, guiding the movement.', 'Step back a few feet from the cable machine, so there is tension in the rope or cable.', 'Stand with your feet shoulder-width apart, and engage your core muscles to maintain good posture throughout the exercise. This is your starting position.', 'Pull the handles towards your face, separating your hands and arms as they go back.', 'Keep your elbows high and out to the sides as you pull the rope backwards. End the pull with each arm at a 90-degree angle at the elbow.', 'Hold the position for a second, then slowly lower the rope back to the starting position.', 'Repeat for the desired number of repetitions.']",Focus on using your back muscles to perform the movement rather than relying on your arms or shoulders.,
Bench Press – Barbell,,,,9.0,bench-press-barbell,"['chest', 'shoulder - front']",['tricep'],"['Lie on a flat bench with your feet firmly planted on the ground.', 'Grip the barbell with your hands slightly wider than shoulder-width apart, with your palms facing away from your body.', 'Lift the bar off the rack and hold it directly above your chest with extended arms.', 'Slowly lower the bar down to your chest, keeping your elbows close to your body.', 'Pause briefly when the bar touches your chest.', 'Push the bar back up to the starting position by extending your arms.', 'Repeat.']","Ensure your back is flat against the bench, and your feet are firmly planted on the ground.  Keep your core tight, and your elbows close to your body throughout the movement. Exhale as you push the bar away from your chest, and inhale as you lower it down.",
Squat – Dumbbell,,,,10.0,squat-dumbbell,"['glute', 'lower back', 'quad', 'thigh - inner']",['calf'],"['Stand with your feet shoulder-width apart, with your toes pointing slightly outward.', 'Hold a dumbbell in each hand by your sides, with your palms facing inward.', 'Engage your core and keep your chest lifted throughout the movement.', 'Lower your body by bending at the hips and knees as if sitting on a chair.', 'Keep your weight in your heels, and make sure your knees are tracking over your toes.', 'Lower your body until your thighs are parallel to the ground or until you reach your desired depth.', 'Push through your heels to stand back up to the starting position.', 'Repeat.']",Keep your knees in line with your toes throughout the movement.,
Deadlift – Barbell,,,,11.0,deadlift-barbell,"['glute', 'hamstring', 'lower back']","['calf', 'forearm - inner', 'forearm - outer', 'trap', 'quad']","['Stand with your feet roughly hip-width apart, with the barbell positioned over the middle of your feet.', 'Bend at your hips and knees to reach down and grasp the barbell with both hands, slightly wider than shoulder-width apart, palms facing towards your body.', 'With a flat back, engage your core, flatten your shoulder blades and look ahead to keep your neck in a neutral position.', 'Stand up with the weight by pushing through your heels, keeping the bar close to your body, and driving your hips forward.', 'Straighten your legs and hips to come to a full standing position, with the barbell hanging in front of your thighs. Do not lean back at the top.', 'Pause briefly at the top of the lift while maintaining a tight core, and take a breath if needed.', 'Lower the barbell back to the ground by hinging at the hips and bending the knees, keeping the bar close to your body and your back straight.', 'Place the barbell back on the ground and return to the starting position, ready to perform the next repetition.']",,
Plank,,,,12.0,plank,"['abdominal', 'lower back']","['oblique', 'shoulder - front']",[],,
Leg Press – Machine,,,,13.0,leg-press-machine,"['glute', 'quad', 'thigh - inner']",['hamstring'],"['Adjust the seat of the leg press machine so that your knees are at a ~90-degree angle when your feet are on the footplate.', 'Sit on the machine and place your feet shoulder-width apart on the footplate.', 'Push the footplate away from your body by extending your legs.', 'Lower the footplate back towards your body by bending your legs and keeping your feet flat on the plate.', 'Repeat.']","Keep your back flat against the seat throughout the movement. Keep your feet flat on the footplate, and make sure your knees are tracking in line with your toes. Exhale as you push the footplate away from your body, and inhale as you lower it back down. Avoid locking out your knees at the top of the movement, as this can put unnecessary stress on the joint.",
One-Handed Cross-Body Curl,,,,14.0,one-handed-cross-body-curl,['bicep'],['forearm - inner'],"['Stand up, leaning slightly forward from a straight position, feet shoulder-width apart, and your knees slightly bent.', 'Hold a dumbbell in each hand, with your palms facing your body and arms fully extended at your sides. This is your starting position.', 'Keeping your elbows close to your body, slowly curl one dumbbell up toward your opposite shoulder, across your body.', ""Continue curling until the weight comes close to the activating bicep's shoulder. Squeeze your bicep before slowly lowering the weight to the starting position."", 'Repeat the curl on the opposite side.', 'Continue alternating curls on each side for the desired number of repetitions.']",,
Frog Pumps,,,,15.0,frog-pumps,['glute'],"['hamstring', 'thigh - inner']","['Lie on your back with your knees bent and your feet flat on the ground. Keep your feet close together and your heels touching.', ""Bring your feet up towards your hips along the ground until they're about 6 inches apart, and then let your knees fall out to the sides so that your feet are touching each other. This is the starting position."", 'Engage your glutes and lift your hips up towards the ceiling as high as you can, making sure to keep your feet and knees in the same position.', 'Hold the top position for 1-2 seconds, then slowly lower your hips to the starting position.', 'Repeat.']",Place a dumbbell or plate on your lower abdomen for extra difficulty.,
Lying Windshield Wiper,,,,16.0,lying-windshield-wiper,['oblique'],['abdominal'],"['Lie flat on your back with your arms extended out to the sides, palms down, and your legs extended straight up towards the ceiling.', 'Keep your feet together and engage your core muscles by drawing your navel towards your spine.', 'Lower your legs to one side, keeping them straight and close to the floor without touching it.', 'Pause briefly and then lift your legs back up to the starting position.', 'Repeat the movement, this time lowering your legs to the opposite side.', 'Continue alternating sides for the desired number of reps or time.']","Avoid swinging or using momentum to perform the movement; instead, control the action with your core muscles.",
Dip – Bar,,,,17.0,dip-bar,"['chest', 'tricep']","['rotator cuff - front', 'shoulder - front']","['Start by approaching a set of parallel bars or dip bars approximately shoulder-width apart. Grab each bar with an overhand grip and hoist yourself up so your arms are fully extended, and your feet are off the ground.', 'Slightly lean forward and keep your elbows slightly bent to engage your chest, shoulders, and triceps muscles.', 'Lower your body by bending your elbows and leaning forward while keeping your back straight and your legs behind you. Keep your elbows close to your body throughout the entire exercise.', 'Continue lowering yourself until your arms are parallel to the ground, or slightly below parallel, while inhaling.', 'Push back up by straightening your arms while exhaling. Be sure to push with your triceps, chest, and shoulder muscles to return to your starting position.', 'Repeat.']","You can also add variations to the dip, such as weighted dips or assisted dips, to increase or decrease the intensity of the exercise.",
Arnold Press,,,,18.0,arnold-press,"['shoulder - back', 'shoulder - side']",[],"['Hold a dumbbell in each hand and sit or stand with your feet shoulder-width apart.', 'Start with your arms bent so that your palms face your body and the dumbbells are at shoulder height.', 'As you press the dumbbells overhead, rotate your palms to face forward.', 'Continue to press the dumbbells overhead until your arms are fully extended.', 'Lower the dumbbells back down to the starting position, rotating your palms back to face your body as you do so.', 'Repeat.']",,
Back Extension,,,,19.0,back-extension,"['glute', 'hamstring', 'lower back']",['abdominal'],"['Adjust the back extension bench so that the pads at the thigh are snug against your thighs and your feet are securely held in place by the footpads.', 'Cross your arms over your chest or hold them behind your head.', 'Keep your back straight and your neck in a neutral position. Hang your body forward over the thigh pads. This is the starting position.', 'Engage your lower back muscles and slowly lift your upper body off the bench until it aligns with your legs.', 'Hold this position for up to a few seconds, squeezing your glutes and lower back muscles at the top of the movement.', 'Slowly lower your upper body back down to the starting position.', 'Repeat.']",Hold weights such as plates to your chest to increase the exercise difficulty.,
One-Legged Glute Bridge,,,,20.0,one-legged-glute-bridge,"['glute', 'hamstring']",['thigh - inner'],"['Start by lying on your back with your knees bent and feet flat on the ground.', 'Lift your right leg off the ground and extend it straight up towards the ceiling.', 'Press your left foot into the ground and lift your hips up towards the ceiling.', 'Pause at the top of the movement and squeeze your glutes.', 'Lower your hips back down to the ground and repeat for the desired number of reps.', 'Switch legs and repeat the exercise on the other side.']","For increased difficult, hold your leg parallel with your torso instead of extending your leg to the ceiling.",
Curl – Bodyweight,,,,21.0,curl-bodyweight,"['bicep', 'lat']",['forearm - inner'],"['Adjust the height of the rings or TRX to waist height and stand facing them.', 'Hold the rings or TRX handles with an underhand grip and lean back, extending your arms straight in front of you.', 'Keep your feet shoulder-width apart and your body in a straight line from head to heels.', 'Engage your biceps and bend your elbows, pulling your body up towards the rings or TRX handles.', 'As you pull your body up, keep your elbows close to your body and your wrists straight.', 'When your hands reach your chest, pause for a moment and then slowly lower your body back down to the starting position.', 'Repeat the exercise for the desired number of reps.']",,
Hanging Leg Raise,,,,22.0,hanging-leg-raise,"['abdominal', 'forearm - inner', 'forearm - outer']",['oblique'],"['Start by securing your grip on a pull-up bar, ensuring your hands are spaced shoulder-width apart.', 'Allow your body to hang straight down from the bar with your feet together. This is your starting position.', 'Engage your core and slowly raise your legs in front of you while keeping them straight.', 'Raise your legs until they are parallel to the ground, or higher if your flexibility and strength allows.', 'Pause briefly at the top of the movement, keeping your core tight to stabilize your body.', 'Slowly lower your legs back to the starting position in a controlled manner.', 'Repeat the movement for the desired number of repetitions.']","There are hanging leg raise machines that allow you to balance on your forearms rather than hang from a bar. Also, you could perform this exercise by holding yourself up on dip bars. Consider using either machine if you want to remove most of the forearm activation and focus on the abdominal work.",
Burpee – BOSU,,,,24.0,burpee-bosu,"['chest', 'glute', 'quad', 'shoulder - front', 'shoulder - side']","['abdominal', 'trap']","['Start in a standing position with the BOSU ball on the ground (inflated-side down) in front of you.', 'Grip the edges of the BOSU ball and jump your feet back into a plank position.', 'Perform a push-up while gripping the BOSU ball.', 'Jump your feet back towards the BOSU ball into a low squat position.', 'Complete the squat by standing up. As you rise, lift the BOSU ball overhead, extending your arms towards the ceiling.', 'Repeat the exercise for desired number of reps.']",,
Shoulder Press – Machine,,,,25.0,shoulder-press-machine,['shoulder - front'],"['shoulder - side', 'tricep']","['Adjust the seat height so that the handles are at shoulder level.', 'Sit on the machine with your back against the pad and your feet flat on the floor.', 'Grasp the handles with an overhand grip and push them upward until your arms are fully extended.', 'Slowly lower the handles back down to shoulder level, keeping your elbows slightly bent.', 'Repeat for desired number of repetitions.']",,
